0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.030684212544816073,0.9876150476855579,0.00012510880440699896,0.6284323976784232,0.00358180626150515,0.9998325962405709,0.07886858872780708,0.9992251801321139,9.087417606409166e-06,0.2,0.0,0.9242410482089467,0.48419607347426347,0.0,0.16666666666666669,0.3672245819696109,0.18171465460035213,0.2857143,0.13189094583061978,0.0010398758250137166,0.0,0.0
0.018095876430434074,0.953393885653393,0.0018035544611013248,0.9712602089875408,0.001992600710093791,0.9998095908215946,0.0007138923165710254,0.9998278875009791,1.6784419874014399e-06,0.2,0.9264202650288836,0.0,0.04940650141251203,0.2,0.16666666666666669,0.41333113865320364,0.40831115696580234,0.4,0.40114675437426417,0.03557364936980993,0.0,0.0
0.014948744210484914,0.9146401454911455,0.00708481745814867,0.5913233725399512,0.046434214477228015,0.9954758975964416,0.16997347368007165,0.9810877181310435,0.0018804460856381878,0.2,0.0,0.8544874505220308,0.48142746967914724,0.0,0.16666666666666669,0.3751441104851792,0.40574660321149014,0.5,0.1226229384106752,0.0008501344881722319,0.0,0.0
0.014161996954788914,0.9331454691639037,0.0045236243959847836,0.967710914345812,0.0033967004599565515,0.9996534515828005,0.0010605896436773157,0.9997697344036228,7.5747874791536474e-06,0.2,0.9003380464570275,0.0,0.05000021416766347,0.2,0.0,0.390898430483349,0.47426778767790556,0.2,0.30983230352908925,0.014667662248184167,0.0,0.0
0.0574361086661205,0.8841096081480336,0.004176759064850218,0.8385491636490867,0.008334002346910627,0.9995533689651784,0.008391488644125622,0.9994661607670596,1.705931099094496e-05,0.2,0.9726353612853492,0.9879499063437213,0.2612817394767087,0.2,0.5,0.40118761794318863,0.17031345678889684,0.1111111,0.2737134985666436,0.009705137778604284,0.0,0.0
0.027538567372351223,0.85958464860324,0.01185574168517944,0.9114387360106222,0.010539154553327441,0.9989127164436041,0.004843310717031802,0.9993228208095606,5.4231650646313286e-05,0.2,0.9776852437503496,0.9616532852676414,0.18251876600738842,0.2,0.16666666666666669,0.3956533150792258,0.2455212801616465,0.1428571,0.25575719574465533,0.007769827772579198,0.0,0.0
0.006294078283583614,0.7647767828062432,0.09677449848997231,0.7632257447263286,0.13230860129416214,0.9380732893939385,0.10108853847146422,0.9443480783356863,0.02721883223163154,0.2,0.0,0.0,0.9999999999999999,0.0,0.0,0.4318808332005652,0.7662535473908407,0.3333333,0.10000297702429575,0.000494923446456797,0.0,0.0
0.028324196588642356,0.764153798306585,0.03248539911320044,0.5351395085831054,0.08730936076183289,0.986248224131171,0.13064842094536253,0.9758621833898291,0.00394082906300665,0.2,0.0,0.924010759177678,0.4806216309571643,0.0,0.16666666666666669,0.40423219517239867,0.26985924434234626,0.1666667,0.09692291076358137,0.0004568827028242087,0.0,0.0
0.01652207349437866,0.7748082053572501,0.04608303702837472,0.8824275118583219,0.03289441650532217,0.9923346979248258,0.012885363749164188,0.9963495183930903,0.0008557838273496954,0.2,0.8941068752641439,0.0,0.051193312226890844,0.2,0.0,0.44307085924569695,0.424000076347015,0.2,0.17610679532334872,0.002408420373700691,0.0,0.0
0.0763206203517973,0.7429600485757482,0.01598473611627319,0.974709242734319,0.0025399517520385793,0.9997362320991656,0.00019060451804651338,0.9998484590370217,1.1277129516414842e-06,0.2,0.9911243057305305,0.0,0.0507602199572416,0.4,0.0,0.4140228419095288,0.12789876804155786,0.1,0.22927125676119142,0.005461486413213374,0.0,0.0
0.0409128576504376,0.7140459128816046,0.03458106097573102,0.7063191937249504,0.0485080606021489,0.9932784771467728,0.03768425752483364,0.9938042780496956,0.0008702769102359951,0.2,0.8933061266379801,0.9233153743413073,0.6315907848884937,0.2,0.33333333333333337,0.41038767734032927,0.22253533794797,0.0,0.1800311595209622,0.0025742029904762503,0.0,0.0
0.012588458382730712,0.6486658801984848,0.1381148654133692,0.6716970374664109,0.17480409457782634,0.9219837820995653,0.12391716130614693,0.9350640008413726,0.03026973084875826,0.2,0.0,0.0,0.09003485439277296,0.2,0.0,0.37541145176330865,0.2936232985989277,0.25,0.1045766325285829,0.0005556461392658419,0.0,0.0
0.014162580758616084,0.7129005650263597,0.08527955690189963,0.9495614041315635,0.02037934295749182,0.9931775797132435,0.002645510661675701,0.9988162841188383,0.00036976776170161255,0.2,0.9164795197353286,0.0,0.050878364733171866,0.0,0.0,0.3543459065854075,0.3709507974864053,0.4,0.12918958475357395,0.000981621141907661,0.0,0.0
0.011801342118955272,0.7140975474160622,0.0962492942674717,0.9537423480267644,0.021100653411560186,0.9920139604603588,0.0025490531772722337,0.9987214030020588,0.00045630668824567244,0.2,0.979668780201767,0.0,0.05073660363110695,0.2,0.0,0.41141697510179615,0.37909757305389635,0.2,0.143000669715078,0.0013068541789979008,0.0,0.0
0.0062946620874107856,0.5841384793151292,0.30737498372718164,0.9145106192108113,0.08494769816254974,0.9290006741586768,0.013239665453421673,0.986839891251602,0.011431092361042379,0.2,0.0,0.0,0.9999999999999999,0.0,0.0,0.35113496863173105,0.5759631881885939,0.3333333,0.1262584850961856,0.0009211942828134429,0.0,0.0
0.011801391687204746,0.49311967360965847,0.3058563985510876,0.955708497587683,0.0357274416309517,0.9757825084673466,0.002498039259300298,0.9978563951591157,0.0014371226241602416,0.2,0.0,0.0,0.9999999999999999,0.0,0.0,0.42401896918346943,0.4591550006510413,0.5,0.13482781491493787,0.001106082027200026,0.0,0.0
0.022030080853492468,0.5609084753792657,0.1414464630116862,0.8925809981080158,0.04686980364291626,0.9829371150990366,0.00873749918667001,0.9961233344024613,0.001428811536487844,0.2,0.918584367758567,0.0,0.049852633177740954,0.2,0.0,0.3750834680079122,0.29791886404008533,0.2,0.16497341678847852,0.0019813542019513682,0.0,0.0
0.03304614513996957,0.4971935059821335,0.13094176998204177,0.4375693173199823,0.1983954231399105,0.9413750651569084,0.16849066486422404,0.9415625440258034,0.01801517285231002,0.2,0.9586742674747186,0.9650415921914873,0.09006421693729864,0.0,0.16666666666666669,0.364785752699707,0.23877110589697023,0.3333333,0.10258548790658883,0.0005285743903763358,0.0,0.0
